"","direction","pod.sd1","pod.sd2","pod.sd3","pod.sd.upper1","pod.sd.upper2","pod.sd.upper3","EC10","EC50","EC90"
"1","up",14.6833259854914,100,100,48.5366887173132,100,100,1.44338481599828e-08,687.854109329492,32780120067581.2
"2","up",0.157432446424064,1.39335870519442,9.40037166010249,0.242078433291533,2.86368791586319,25.3790054872882,0.000537303902589237,58.5551330198697,6381311.5565547
"3","up",0.217300398093365,2.20957263190521,16.5544607443127,0.345002622349022,4.72075112291594,47.639228721909,0.00121055033414921,49.1959714009299,1999292.00282456
"4","up",0.0137245171009496,0.0204946542641078,0.0469185675717181,0.0146291908190971,0.0251490101475816,100,0.00290595223667755,0.00938620920531989,0.0303174023764272
"5","up",12.7150950077744,22.1396197046344,32.1985737066158,14.4578367287586,25.6864224703043,38.412723194668,11.843827853085,51.7456571264957,226.07665905541
"6","up",100,100,100,100,100,100,1.8110619524012e-106,7.56807360332758e-20,3.16254990556487e+67
"7","up",0.0131553600812175,0.0201634719984717,100,0.0139568952322567,0.0286252240253544,100,0.00420578849436753,0.00933192826233117,0.0207059592297428
"8","up",0.0160362042487065,100,100,0.0192146488647116,100,100,0.00352930876741452,0.00744559681987987,0.0157075834554473
"9","up",0.0214875353268808,100,100,0.0605531729184175,100,100,0.00301134192438516,0.00678688864260104,0.0152961233243122
"10","up",44.7598373226862,57.4690080481238,68.2000829492307,47.4186086348106,61.4860766602822,74.0266534583517,42.2833557904773,80.9751432001679,155.072219167723
"11","down",3.13051556628724,3.45470527738643,3.67793899359557,3.2039291843575,3.54347802917621,3.78118334383865,3.33361423441698,4.45445195183481,5.95214106849865
"12","down",40.1195913877926,45.7230594489064,49.7101135623885,41.3643312928902,47.2985686671197,51.5784785069486,44.2122783462477,65.9722618113123,98.4418693471318
"13","down",3.58840035486786,4.08954761755206,4.44347228291176,3.70052880437954,4.22944385680652,4.60952928127193,3.90106228845316,5.72587092491803,8.40427438081787
"14","down",2.73441567537615,3.06788895818777,3.2997007231451,2.80963261140555,3.15984790591057,3.4075545364222,2.94688612264766,4.12284248990411,5.76806482813351
"15","down",3.16567660750324,3.46712389073266,3.67422921415693,3.23397270186802,3.54954462617629,3.76982598899888,3.35114010914819,4.38864358254571,5.74735518877343
"16","down",37.7967131594912,43.6833059230505,47.8475306107814,39.11102784996,45.3297947109492,49.7974776813462,42.4313450454039,65.1148634539895,99.924841837908
"17","down",44.4853490654357,50.3459206036344,54.4490869124883,45.7983881918811,51.9732179577172,56.355415723047,49.2114527395931,71.5058998920787,103.900483215409
"18","down",35.6975237728463,41.619634131585,45.8357547762248,37.0157837300444,43.2840830105724,47.8171920852706,40.369810154373,63.5372424502789,100.000004031434
"19","down",44.2572047113373,50.1703150979148,54.3274139097857,45.5785666881005,51.8177732728035,56.261716094252,49.0525880789646,71.8512285255045,105.246211113541
"20","down",39.6362292361276,45.3307629704136,49.3527073559007,40.9076549400425,46.9220043643633,51.2328989972869,43.9492451975672,65.6979558836472,98.2092272094033
"21","down",42.2194131507084,48.3218556844469,52.581885280165,43.5908268420017,50.0115693732181,54.56144135601,47.3728903737896,70.5305847250845,105.008652467924
"22","down",38.0350878370022,44.3968228843697,48.9350938145142,39.4477289110194,46.1887249752884,51.0653110003204,43.5428384908015,69.2801289456661,110.230210824268
"23","down",46.4456166446989,55.8599622070631,63.6842591661402,48.4355860506971,58.795206072052,67.9339990695518,43.0270458725141,69.6201549310403,112.649285451371
"24","down",45.3575130409112,51.1446133386644,55.2552581821546,46.6414012859172,52.771011849604,57.173827753304,49.875737748194,72.7797823348958,106.201872009535
"25","down",32.7116589697333,38.9439739026483,43.4551908391617,34.0867225401409,40.7185087600145,45.5922974626329,37.9063889938211,63.7086192336297,107.073986005821
